exp,country,trial,lat,lon,pg_id_n,variety_id_n,set,trait,paramater_id,plot_treatment,blue,se,ased,echidna,model,note
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_258,CML51,exp1,LN_total,INLF-tl,mean,18.7,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_259,CML536,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_260,CML538,exp1,LN_total,INLF-tl,mean,18.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_261,CML540,exp1,LN_total,INLF-tl,mean,16.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_262,CML544,exp1,LN_total,INLF-tl,mean,18.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_263,CML547,exp1,LN_total,INLF-tl,mean,18.9,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_264,CML548,exp1,LN_total,INLF-tl,mean,19.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_265,CML549,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_267,CML589,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_268,CML591,exp1,LN_total,INLF-tl,mean,21.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_269,CML600,exp1,LN_total,INLF-tl,mean,19.5,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_270,CML67,exp1,LN_total,INLF-tl,mean,19.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_271,CML72,exp1,LN_total,INLF-tl,mean,18.8,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_272,CML89,exp1,LN_total,INLF-tl,mean,15.8,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_273,CML91,exp1,LN_total,INLF-tl,mean,20.5,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_274,CML92,exp1,LN_total,INLF-tl,mean,18.4,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_275,CZL_145,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_276,CZL_146,exp1,LN_total,INLF-tl,mean,21.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_277,CZL_148,exp1,LN_total,INLF-tl,mean,18.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_279,CZL_155,exp1,LN_total,INLF-tl,mean,20.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_280,CZL_156,exp1,LN_total,INLF-tl,mean,21.1,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_281,CZL_157,exp1,LN_total,INLF-tl,mean,20,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_283,CZL_160,exp1,LN_total,INLF-tl,mean,21.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_284,CZL_161,exp1,LN_total,INLF-tl,mean,20.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_285,CZL_163,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_286,CZL_164,exp1,LN_total,INLF-tl,mean,20.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_287,CZL_165,exp1,LN_total,INLF-tl,mean,18.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_289,CZL_168,exp1,LN_total,INLF-tl,mean,17.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_291,CZL_170,exp1,LN_total,INLF-tl,mean,21,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_292,CZL_177,exp1,LN_total,INLF-tl,mean,19.9,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_293,CZL0814,exp1,LN_total,INLF-tl,mean,19.9,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_294,CZL1368,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_295,CZL1423,exp1,LN_total,INLF-tl,mean,20.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_296,CZL15082,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_297,CZL15146,exp1,LN_total,INLF-tl,mean,18,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_298,CZL15147,exp1,LN_total,INLF-tl,mean,18.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_299,CZL15152,exp1,LN_total,INLF-tl,mean,21,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_300,CZL15153,exp1,LN_total,INLF-tl,mean,18.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_301,CZL15167,exp1,LN_total,INLF-tl,mean,20.9,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_302,CZL15202,exp1,LN_total,INLF-tl,mean,18.5,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_303,CZL15224,exp1,LN_total,INLF-tl,mean,18.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_304,CZL15225,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_305,CZL15229,exp1,LN_total,INLF-tl,mean,17.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_306,CZL16017,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_307,CZL16132,exp1,LN_total,INLF-tl,mean,20.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_308,CZL16141,exp1,LN_total,INLF-tl,mean,16.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_309,CZL19032,exp1,LN_total,INLF-tl,mean,16.9,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_310,CZL19042,exp1,LN_total,INLF-tl,mean,19.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_311,CZL19049,exp1,LN_total,INLF-tl,mean,15.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_312,CZL19058,exp1,LN_total,INLF-tl,mean,17.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_313,CZL20001,exp1,LN_total,INLF-tl,mean,21.1,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_314,CZL20004,exp1,LN_total,INLF-tl,mean,22,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_315,CZL21060,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_316,DTMA_1,exp1,LN_total,INLF-tl,mean,20.6,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_317,DTMA_100,exp1,LN_total,INLF-tl,mean,19.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_318,DTMA_128,exp1,LN_total,INLF-tl,mean,20.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_319,DTMA_133,exp1,LN_total,INLF-tl,mean,18.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_320,DTMA_135,exp1,LN_total,INLF-tl,mean,22,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_321,DTMA_136,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_322,DTMA_14,exp1,LN_total,INLF-tl,mean,20.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_323,DTMA_144,exp1,LN_total,INLF-tl,mean,18.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_324,DTMA_165,exp1,LN_total,INLF-tl,mean,18.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_325,DTMA_166,exp1,LN_total,INLF-tl,mean,21,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_326,DTMA_167,exp1,LN_total,INLF-tl,mean,16.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_327,DTMA_179,exp1,LN_total,INLF-tl,mean,22.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_328,DTMA_18,exp1,LN_total,INLF-tl,mean,17,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_329,DTMA_188,exp1,LN_total,INLF-tl,mean,18.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_330,DTMA_204,exp1,LN_total,INLF-tl,mean,17.9,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_331,DTMA_217,exp1,LN_total,INLF-tl,mean,17.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_332,DTMA_219,exp1,LN_total,INLF-tl,mean,18.9,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_333,DTMA_231,exp1,LN_total,INLF-tl,mean,15.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_334,DTMA_24,exp1,LN_total,INLF-tl,mean,19.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_335,DTMA_247,exp1,LN_total,INLF-tl,mean,19.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_336,DTMA_249,exp1,LN_total,INLF-tl,mean,19.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_337,DTMA_252,exp1,LN_total,INLF-tl,mean,21.6,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_338,DTMA_281,exp1,LN_total,INLF-tl,mean,20,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_339,DTMA_283,exp1,LN_total,INLF-tl,mean,21.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_340,DTMA_33,exp1,LN_total,INLF-tl,mean,20.6,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_341,DTMA_35,exp1,LN_total,INLF-tl,mean,18.1,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_342,DTMA_7,exp1,LN_total,INLF-tl,mean,20.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_343,DTMA_91,exp1,LN_total,INLF-tl,mean,20.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_344,DTMA_98,exp1,LN_total,INLF-tl,mean,19.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_345,EA3076,exp1,LN_total,INLF-tl,mean,17.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_347,F2834T,exp1,LN_total,INLF-tl,mean,17.9,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_348,F44,exp1,LN_total,INLF-tl,mean,19.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_349,F618,exp1,LN_total,INLF-tl,mean,17.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_350,F7058,exp1,LN_total,INLF-tl,mean,15,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_351,FV331,exp1,LN_total,INLF-tl,mean,18.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_352,FV334,exp1,LN_total,INLF-tl,mean,17.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_353,G14,exp1,LN_total,INLF-tl,mean,19.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_355,G31,exp1,LN_total,INLF-tl,mean,18.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_356,G71,exp1,LN_total,INLF-tl,mean,15.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_357,GCP_110,exp1,LN_total,INLF-tl,mean,17.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_358,GCP_111,exp1,LN_total,INLF-tl,mean,18.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_359,GCP_113,exp1,LN_total,INLF-tl,mean,20.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_360,GCP_121,exp1,LN_total,INLF-tl,mean,20.5,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_361,GCP_124,exp1,LN_total,INLF-tl,mean,15.8,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_362,GCP_129,exp1,LN_total,INLF-tl,mean,18.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_363,GCP_134,exp1,LN_total,INLF-tl,mean,16.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_364,GCP_139,exp1,LN_total,INLF-tl,mean,16.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_365,GCP_156,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_366,GCP_161,exp1,LN_total,INLF-tl,mean,20,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_367,GCP_165,exp1,LN_total,INLF-tl,mean,18.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_369,GCP_189,exp1,LN_total,INLF-tl,mean,19,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_370,GCP_198,exp1,LN_total,INLF-tl,mean,17.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_371,GCP_201,exp1,LN_total,INLF-tl,mean,18.4,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_372,GCP_203,exp1,LN_total,INLF-tl,mean,19.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_373,H16,exp1,LN_total,INLF-tl,mean,21.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_374,Hp301,exp1,LN_total,INLF-tl,mean,18.2,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_375,I137TN,exp1,LN_total,INLF-tl,mean,19.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_376,Ki21,exp1,LN_total,INLF-tl,mean,17,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_378,Mo22,exp1,LN_total,INLF-tl,mean,19.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_379,MP496,exp1,LN_total,INLF-tl,mean,18.8,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_380,MP705,exp1,LN_total,INLF-tl,mean,18.1,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_381,NC298,exp1,LN_total,INLF-tl,mean,18.2,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_382,NC304,exp1,LN_total,INLF-tl,mean,18.9,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_383,NC320,exp1,LN_total,INLF-tl,mean,18.9,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_385,SC55,exp1,LN_total,INLF-tl,mean,22.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_388,Tzi18,exp1,LN_total,INLF-tl,mean,23.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_389,Tzi3,exp1,LN_total,INLF-tl,mean,21.4,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_390,Tzi35,exp1,LN_total,INLF-tl,mean,20.3,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_391,TziDT10,exp1,LN_total,INLF-tl,mean,18.9,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_392,ZN6,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_393,ANTIGP1_SSD03,exp1,LN_total,INLF-tl,mean,20.1,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_394,ANTIGP2_HD201,exp1,LN_total,INLF-tl,mean,19.8,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_395,ANTIGP2_SSD01,exp1,LN_total,INLF-tl,mean,20.4,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_398,BOLI711_SSD01,exp1,LN_total,INLF-tl,mean,22.7,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_399,BOLI905_SSD03,exp1,LN_total,INLF-tl,mean,20.3,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_400,BOZM0214_SSD01,exp1,LN_total,INLF-tl,mean,13.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_401,BRVI104_HD128,exp1,LN_total,INLF-tl,mean,19.5,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_402,BRVI117_SSD01,exp1,LN_total,INLF-tl,mean,18.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_403,BRVI139_SSD01,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_404,BRVI142_HD105,exp1,LN_total,INLF-tl,mean,16.7,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_405,CHIH207_SSD01,exp1,LN_total,INLF-tl,mean,14.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_406,CHIH218_SSD01,exp1,LN_total,INLF-tl,mean,15.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_409,CUBA44_SSD01,exp1,LN_total,INLF-tl,mean,21.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_411,ECUA500_SSD01,exp1,LN_total,INLF-tl,mean,18,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_412,GFO059_HD114,exp1,LN_total,INLF-tl,mean,20.5,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_413,GREN2_HD101,exp1,LN_total,INLF-tl,mean,17.4,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_414,GUAT36_SSD01,exp1,LN_total,INLF-tl,mean,21.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_415,GUAT527_SSD02,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_416,GUAT606_SSD01,exp1,LN_total,INLF-tl,mean,14.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_417,MART4_HD106,exp1,LN_total,INLF-tl,mean,21.2,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_418,MEXI3_SSD02,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_420,MGA235_SSD01,exp1,LN_total,INLF-tl,mean,21.1,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_422,NAYA337K_HD101,exp1,LN_total,INLF-tl,mean,23.6,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_423,OAXA223_SSD01,exp1,LN_total,INLF-tl,mean,16.9,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_424,OAXA50_SSD02,exp1,LN_total,INLF-tl,mean,18,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_425,PUEB91_SSD02,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_426,RDOM270_SSD01,exp1,LN_total,INLF-tl,mean,23.2,0.5,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_427,SONO24_SSD01,exp1,LN_total,INLF-tl,mean,16.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_428,SVINGP2A_HD101,exp1,LN_total,INLF-tl,mean,17.4,0.4,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_429,SVINGP2A_SSD02,exp1,LN_total,INLF-tl,mean,20.3,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_432,VEN650_SSD01,exp1,LN_total,INLF-tl,mean,21.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_433,VERA359_SSD01,exp1,LN_total,INLF-tl,mean,17.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_434,YUCAGP2_SSD01,exp1,LN_total,INLF-tl,mean,NA,NA,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_436,BRVI104_HD103,exp1,LN_total,INLF-tl,mean,19.9,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_437,BRVI104_HD108,exp1,LN_total,INLF-tl,mean,17.4,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_438,BRVI142_HD102,exp1,LN_total,INLF-tl,mean,18.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_439,BRVI142_HD106,exp1,LN_total,INLF-tl,mean,18.1,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_440,CRIC141_HD101,exp1,LN_total,INLF-tl,mean,23.8,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_441,CUBA54_HD106,exp1,LN_total,INLF-tl,mean,23.5,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_442,DES103_HD102,exp1,LN_total,INLF-tl,mean,13.7,0.6,0.72,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_443,DES103_HD106,exp1,LN_total,INLF-tl,mean,16.8,0.6,0.72,photogrid_mx.es,5,NA
