exp,country,trial,lat,lon,pg_id_n,variety_id_n,set,trait,paramater_id,plot_treatment,blue,se,ased,echidna,model,note
photogrid,france,23.1.40390,43.5704,-1.3005,PG_276,CZL_146,exp1,LN_total,INLF-tl,mean,26.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_247,CML407,exp1,LN_total,INLF-tl,mean,28.7,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_201,B14a,exp1,LN_total,INLF-tl,mean,19,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_303,CZL15224,exp1,LN_total,INLF-tl,mean,21.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_200,B107,exp1,LN_total,INLF-tl,mean,16.7,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_381,NC298,exp1,LN_total,INLF-tl,mean,20.4,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_225,CML139,exp1,LN_total,INLF-tl,mean,20.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_362,GCP_129,exp1,LN_total,INLF-tl,mean,20.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_382,NC304,exp1,LN_total,INLF-tl,mean,21.5,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_234,CML190,exp1,LN_total,INLF-tl,mean,21.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_395,ANTIGP2_SSD01,exp1,LN_total,INLF-tl,mean,22.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_326,DTMA_167,exp1,LN_total,INLF-tl,mean,21.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_450,OAXAGP1_HD101,exp1,LN_total,INLF-tl,mean,27.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_360,GCP_121,exp1,LN_total,INLF-tl,mean,19.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_402,BRVI117_SSD01,exp1,LN_total,INLF-tl,mean,20.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_408,NAIS662_SSD01,exp1,LN_total,INLF-tl,mean,20.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_383,NC320,exp1,LN_total,INLF-tl,mean,20.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_282,CZL_159,exp1,LN_total,INLF-tl,mean,25.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_338,DTMA_281,exp1,LN_total,INLF-tl,mean,22.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_269,CML600,exp1,LN_total,INLF-tl,mean,23.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_413,GREN2_HD101,exp1,LN_total,INLF-tl,mean,20.8,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_209,17g,exp1,LN_total,INLF-tl,mean,24.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_345,EA3076,exp1,LN_total,INLF-tl,mean,22.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_394,ANTIGP2_HD201,exp1,LN_total,INLF-tl,mean,23,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_373,H16,exp1,LN_total,INLF-tl,mean,28.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_280,CZL_156,exp1,LN_total,INLF-tl,mean,23.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_424,OAXA50_SSD02,exp1,LN_total,INLF-tl,mean,19.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_218,CLA18,exp1,LN_total,INLF-tl,mean,22.7,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_391,TziDT10,exp1,LN_total,INLF-tl,mean,24.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_359,GCP_113,exp1,LN_total,INLF-tl,mean,23.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_310,CZL19042,exp1,LN_total,INLF-tl,mean,21.8,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_237,CML238,exp1,LN_total,INLF-tl,mean,24.9,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_254,CML491,exp1,LN_total,INLF-tl,mean,26.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_366,GCP_161,exp1,LN_total,INLF-tl,mean,21.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_268,CML591,exp1,LN_total,INLF-tl,mean,23.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_311,CZL19049,exp1,LN_total,INLF-tl,mean,21.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_348,F44,exp1,LN_total,INLF-tl,mean,21.8,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_224,CML120,exp1,LN_total,INLF-tl,mean,24.5,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_204,F252,exp1,LN_total,INLF-tl,mean,15.4,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_263,CML547,exp1,LN_total,INLF-tl,mean,24.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_419,MGA201_HD118,exp1,LN_total,INLF-tl,mean,21.3,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_425,PUEB91_SSD02,exp1,LN_total,INLF-tl,mean,16.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_257,CML505,exp1,LN_total,INLF-tl,mean,18.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_423,OAXA223_SSD01,exp1,LN_total,INLF-tl,mean,22.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_357,GCP_110,exp1,LN_total,INLF-tl,mean,23.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_305,CZL15229,exp1,LN_total,INLF-tl,mean,22.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_342,DTMA_7,exp1,LN_total,INLF-tl,mean,24.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_446,MART4_HD102,exp1,LN_total,INLF-tl,mean,22.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_285,CZL_163,exp1,LN_total,INLF-tl,mean,25.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_320,DTMA_135,exp1,LN_total,INLF-tl,mean,23.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_230,CML163,exp1,LN_total,INLF-tl,mean,22,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_244,CML358,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_428,SVINGP2A_HD101,exp1,LN_total,INLF-tl,mean,22.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_322,DTMA_14,exp1,LN_total,INLF-tl,mean,24.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_435,ZACA12_SSD02,exp1,LN_total,INLF-tl,mean,23.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_284,CZL_161,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_438,BRVI142_HD102,exp1,LN_total,INLF-tl,mean,20.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_367,GCP_165,exp1,LN_total,INLF-tl,mean,21.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_441,CUBA54_HD106,exp1,LN_total,INLF-tl,mean,27.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_241,CML321,exp1,LN_total,INLF-tl,mean,24.9,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_335,DTMA_247,exp1,LN_total,INLF-tl,mean,26.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_389,Tzi3,exp1,LN_total,INLF-tl,mean,27.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_300,CZL15153,exp1,LN_total,INLF-tl,mean,23.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_292,CZL_177,exp1,LN_total,INLF-tl,mean,24.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_409,CUBA44_SSD01,exp1,LN_total,INLF-tl,mean,25.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_370,GCP_198,exp1,LN_total,INLF-tl,mean,20.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_336,DTMA_249,exp1,LN_total,INLF-tl,mean,23.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_372,GCP_203,exp1,LN_total,INLF-tl,mean,21.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_379,MP496,exp1,LN_total,INLF-tl,mean,23.2,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_329,DTMA_188,exp1,LN_total,INLF-tl,mean,24.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_243,CML344,exp1,LN_total,INLF-tl,mean,31.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_416,GUAT606_SSD01,exp1,LN_total,INLF-tl,mean,15.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_274,CML92,exp1,LN_total,INLF-tl,mean,23,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_350,F7058,exp1,LN_total,INLF-tl,mean,15.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_380,MP705,exp1,LN_total,INLF-tl,mean,20.1,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_327,DTMA_179,exp1,LN_total,INLF-tl,mean,29.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_294,CZL1368,exp1,LN_total,INLF-tl,mean,24.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_299,CZL15152,exp1,LN_total,INLF-tl,mean,27.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_401,BRVI104_HD128,exp1,LN_total,INLF-tl,mean,21.5,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_277,CZL_148,exp1,LN_total,INLF-tl,mean,23.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_262,CML544,exp1,LN_total,INLF-tl,mean,22.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_313,CZL20001,exp1,LN_total,INLF-tl,mean,25.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_398,BOLI711_SSD01,exp1,LN_total,INLF-tl,mean,24.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_258,CML51,exp1,LN_total,INLF-tl,mean,23.1,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_215,CLA135,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_371,GCP_201,exp1,LN_total,INLF-tl,mean,22.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_264,CML548,exp1,LN_total,INLF-tl,mean,22.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_434,YUCAGP2_SSD01,exp1,LN_total,INLF-tl,mean,28.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_374,Hp301,exp1,LN_total,INLF-tl,mean,17.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_256,CML504,exp1,LN_total,INLF-tl,mean,23.2,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_296,CZL15082,exp1,LN_total,INLF-tl,mean,26.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_358,GCP_111,exp1,LN_total,INLF-tl,mean,19.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_427,SONO24_SSD01,exp1,LN_total,INLF-tl,mean,19.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_315,CZL21060,exp1,LN_total,INLF-tl,mean,24.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_396,APUC140_SSD01,exp1,LN_total,INLF-tl,mean,16.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_245,CML378,exp1,LN_total,INLF-tl,mean,26.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_364,GCP_139,exp1,LN_total,INLF-tl,mean,17.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_238,CML246,exp1,LN_total,INLF-tl,mean,17.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_378,Mo22,exp1,LN_total,INLF-tl,mean,23.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_433,VERA359_SSD01,exp1,LN_total,INLF-tl,mean,17.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_453,RDOMGP1_HD112,exp1,LN_total,INLF-tl,mean,21.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_236,CML208,exp1,LN_total,INLF-tl,mean,28.2,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_312,CZL19058,exp1,LN_total,INLF-tl,mean,19.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_375,I137TN,exp1,LN_total,INLF-tl,mean,21.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_328,DTMA_18,exp1,LN_total,INLF-tl,mean,20.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_207,Lo904,exp1,LN_total,INLF-tl,mean,19.6,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_351,FV331,exp1,LN_total,INLF-tl,mean,19.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_405,CHIH207_SSD01,exp1,LN_total,INLF-tl,mean,14.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_331,DTMA_217,exp1,LN_total,INLF-tl,mean,23.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_390,Tzi35,exp1,LN_total,INLF-tl,mean,27.4,0.5,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_377,LPS_F64a,exp1,LN_total,INLF-tl,mean,25.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_341,DTMA_35,exp1,LN_total,INLF-tl,mean,18.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_261,CML540,exp1,LN_total,INLF-tl,mean,20.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_302,CZL15202,exp1,LN_total,INLF-tl,mean,19.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_343,DTMA_91,exp1,LN_total,INLF-tl,mean,23.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_340,DTMA_33,exp1,LN_total,INLF-tl,mean,25.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_420,MGA235_SSD01,exp1,LN_total,INLF-tl,mean,27.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_325,DTMA_166,exp1,LN_total,INLF-tl,mean,28.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_363,GCP_134,exp1,LN_total,INLF-tl,mean,22.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_346,EZ37,exp1,LN_total,INLF-tl,mean,15.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_287,CZL_165,exp1,LN_total,INLF-tl,mean,21.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_393,ANTIGP1_SSD03,exp1,LN_total,INLF-tl,mean,22.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_288,CZL_167,exp1,LN_total,INLF-tl,mean,21.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_253,CML489,exp1,LN_total,INLF-tl,mean,25.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_330,DTMA_204,exp1,LN_total,INLF-tl,mean,27.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_414,GUAT36_SSD01,exp1,LN_total,INLF-tl,mean,23.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_442,DES103_HD102,exp1,LN_total,INLF-tl,mean,17.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_290,CZL_169,exp1,LN_total,INLF-tl,mean,26.8,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_306,CZL16017,exp1,LN_total,INLF-tl,mean,27.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_352,FV334,exp1,LN_total,INLF-tl,mean,17.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_344,DTMA_98,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_289,CZL_168,exp1,LN_total,INLF-tl,mean,19.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_222,CLA46,exp1,LN_total,INLF-tl,mean,21.3,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_233,CML176,exp1,LN_total,INLF-tl,mean,22.1,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_324,DTMA_165,exp1,LN_total,INLF-tl,mean,26,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_319,DTMA_133,exp1,LN_total,INLF-tl,mean,27.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_365,GCP_156,exp1,LN_total,INLF-tl,mean,21.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_418,MEXI3_SSD02,exp1,LN_total,INLF-tl,mean,18.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_349,F618,exp1,LN_total,INLF-tl,mean,20.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_451,RDOMGP1_HD103,exp1,LN_total,INLF-tl,mean,23.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_273,CML91,exp1,LN_total,INLF-tl,mean,24.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_452,RDOMGP1_HD108,exp1,LN_total,INLF-tl,mean,25.6,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_228,CML144,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_444,GFO059_HD103,exp1,LN_total,INLF-tl,mean,25.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_347,F2834T,exp1,LN_total,INLF-tl,mean,21.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_309,CZL19032,exp1,LN_total,INLF-tl,mean,18.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_248,CML442,exp1,LN_total,INLF-tl,mean,26.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_323,DTMA_144,exp1,LN_total,INLF-tl,mean,21.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_333,DTMA_231,exp1,LN_total,INLF-tl,mean,22.7,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_392,ZN6,exp1,LN_total,INLF-tl,mean,20.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_249,CML445,exp1,LN_total,INLF-tl,mean,24.9,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_353,G14,exp1,LN_total,INLF-tl,mean,24,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_291,CZL_170,exp1,LN_total,INLF-tl,mean,26.5,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_445,GFO059_HD107,exp1,LN_total,INLF-tl,mean,27,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_281,CZL_157,exp1,LN_total,INLF-tl,mean,27.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_361,GCP_124,exp1,LN_total,INLF-tl,mean,18.2,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_376,Ki21,exp1,LN_total,INLF-tl,mean,19.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,france,23.1.40390,43.5704,-1.3005,PG_211,CAL14138,exp1,LN_total,INLF-tl,mean,24.4,0.6,0.84,photogrid_fr.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_001,EM1197,core,LN_ear,INLF_1eaf,mean,12,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_002,Tzi8,core,LN_ear,INLF_1eaf,mean,14,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_003,CML10,core,LN_ear,INLF_1eaf,mean,15.3,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_004,CML258,core,LN_ear,INLF_1eaf,mean,17.6,0.2,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_005,CML332,core,LN_ear,INLF_1eaf,mean,14.2,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_007,OAXAGP1_SSD01,core,LN_ear,INLF_1eaf,mean,17.8,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_008,CML254,core,LN_ear,INLF_1eaf,mean,16.5,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_009,CML333,core,LN_ear,INLF_1eaf,mean,13.1,0.4,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_010,CML444,core,LN_ear,INLF_1eaf,mean,14.6,0.3,0.54,photogrid_mx.es,5,NA
photogrid,mexico,22.2.48280,20.812916,-105.222415,PG_011,CML52,core,LN_ear,INLF_1eaf,mean,14.9,0.3,0.54,photogrid_mx.es,5,NA
