genotype,origin,trait_name,value,fpca_source,trait
cml332,mexico,longest_leaf_pos,0.701754386,fe_b_n,mean
cml333,mexico,longest_leaf_pos,0.631578947,fe_b_n,mean
cml341,mexico,longest_leaf_pos,0.66374269,fe_b_n,mean
cml373,mexico,longest_leaf_pos,0.655263158,fe_b_n,mean
cml424,mexico,longest_leaf_pos,0.685586515,fe_b_n,mean
cml425,mexico,longest_leaf_pos,0.70214425,fe_b_n,mean
cml440,mexico,longest_leaf_pos,0.705882353,fe_b_n,mean
cml444,mexico,longest_leaf_pos,0.661528822,fe_b_n,mean
cml456,mexico,longest_leaf_pos,0.644444444,fe_b_n,mean
cml460,mexico,longest_leaf_pos,0.623093682,fe_b_n,mean
cml471,mexico,longest_leaf_pos,0.666666667,fe_b_n,mean
cml473,mexico,longest_leaf_pos,0.674074074,fe_b_n,mean
cml5,mexico,longest_leaf_pos,0.721428571,fe_b_n,mean
cml52,mexico,longest_leaf_pos,0.615183793,fe_b_n,mean
cml537,mexico,longest_leaf_pos,0.627705628,fe_b_n,mean
cml541,mexico,longest_leaf_pos,0.655263158,fe_b_n,mean
cml542,mexico,longest_leaf_pos,0.686683007,fe_b_n,mean
cml545,mexico,longest_leaf_pos,0.631062951,fe_b_n,mean
cml550,mexico,longest_leaf_pos,0.637719298,fe_b_n,mean
cml566,mexico,longest_leaf_pos,0.687590188,fe_b_n,mean
cml568,mexico,longest_leaf_pos,0.733333333,fe_b_n,mean
cml570,mexico,longest_leaf_pos,0.631578947,fe_b_n,mean
cml576,mexico,longest_leaf_pos,0.661904762,fe_b_n,mean
cml587,mexico,longest_leaf_pos,0.648434813,fe_b_n,mean
cml592,mexico,longest_leaf_pos,0.660818713,fe_b_n,mean
cml593,mexico,longest_leaf_pos,0.648738942,fe_b_n,mean
cml69,mexico,longest_leaf_pos,0.637719298,fe_b_n,mean
cuba54_hd102,mexico,longest_leaf_pos,0.701988304,fe_b_n,mean
cuba54_hd105,mexico,longest_leaf_pos,0.702380952,fe_b_n,mean
czl04021,mexico,longest_leaf_pos,0.678362573,fe_b_n,mean
czl1358,mexico,longest_leaf_pos,0.616666667,fe_b_n,mean
czl1465,mexico,longest_leaf_pos,0.651734739,fe_b_n,mean
czl15003,mexico,longest_leaf_pos,0.666666667,fe_b_n,mean
czl15007,mexico,longest_leaf_pos,0.698412698,fe_b_n,mean
czl15081,mexico,longest_leaf_pos,NA,fe_b_n,mean
czl15123,mexico,longest_leaf_pos,0.636738906,fe_b_n,mean
czl15194,mexico,longest_leaf_pos,0.637719298,fe_b_n,mean
czl15206,mexico,longest_leaf_pos,0.661904762,fe_b_n,mean
czl16020,mexico,longest_leaf_pos,0.666666667,fe_b_n,mean
czl16078,mexico,longest_leaf_pos,0.651515152,fe_b_n,mean
czl17015,mexico,longest_leaf_pos,0.647058824,fe_b_n,mean
czl20003,mexico,longest_leaf_pos,0.627192982,fe_b_n,mean
dtma_236,mexico,longest_leaf_pos,0.669298246,fe_b_n,mean
dtma_250,mexico,longest_leaf_pos,0.666666667,fe_b_n,mean
dtma_29,mexico,longest_leaf_pos,0.643274854,fe_b_n,mean
ecua476_ssd01,mexico,longest_leaf_pos,0.614379085,fe_b_n,mean
em1197,mexico,longest_leaf_pos,0.607843137,fe_b_n,mean
gcp_193,mexico,longest_leaf_pos,0.678070175,fe_b_n,mean
guad6_ssd01,mexico,longest_leaf_pos,0.688345865,fe_b_n,mean
hip9801a,mexico,longest_leaf_pos,0.67251462,fe_b_n,mean
hip9802c,mexico,longest_leaf_pos,0.692193676,fe_b_n,mean
hip9803b,mexico,longest_leaf_pos,0.672807018,fe_b_n,mean
hip9806a,mexico,longest_leaf_pos,0.591478697,fe_b_n,mean
hip9806b,mexico,longest_leaf_pos,0.638888889,fe_b_n,mean
hip9810a,mexico,longest_leaf_pos,0.660526316,fe_b_n,mean
k64r,mexico,longest_leaf_pos,0.666959064,fe_b_n,mean
ki11,mexico,longest_leaf_pos,0.683823529,fe_b_n,mean
ki14,mexico,longest_leaf_pos,0.661111111,fe_b_n,mean
ki3,mexico,longest_leaf_pos,0.70288671,fe_b_n,mean
lh123ht,mexico,longest_leaf_pos,0.590740741,fe_b_n,mean
lh195,mexico,longest_leaf_pos,0.636452242,fe_b_n,mean
lp1037,mexico,longest_leaf_pos,0.622222222,fe_b_n,mean
m37w,mexico,longest_leaf_pos,0.6416122,fe_b_n,mean
mo17,mexico,longest_leaf_pos,0.6875,fe_b_n,mean
mor_17,mexico,longest_leaf_pos,0.653594771,fe_b_n,mean
nc338,mexico,longest_leaf_pos,0.673611111,fe_b_n,mean
nc358,mexico,longest_leaf_pos,0.679738562,fe_b_n,mean
nilasq4g31i04,mexico,longest_leaf_pos,0.679738562,fe_b_n,mean
nilasq4g31i06,mexico,longest_leaf_pos,0.635756057,fe_b_n,mean
nilasq4g41i07,mexico,longest_leaf_pos,0.669467787,fe_b_n,mean
nilasq4g71i03,mexico,longest_leaf_pos,0.635620915,fe_b_n,mean
oax_70_ssd,mexico,longest_leaf_pos,NA,fe_b_n,mean
oaxagp1_ssd01,mexico,longest_leaf_pos,0.656785244,fe_b_n,mean
oh43,mexico,longest_leaf_pos,0.625,fe_b_n,mean
pdz687_hd105,mexico,longest_leaf_pos,0.656862745,fe_b_n,mean
pdz689_hd201,mexico,longest_leaf_pos,0.698658411,fe_b_n,mean
ph207,mexico,longest_leaf_pos,0.655473856,fe_b_n,mean
sc_malawi,mexico,longest_leaf_pos,0.739348371,fe_b_n,mean
tams_125,mexico,longest_leaf_pos,0.645707071,fe_b_n,mean
tx601,mexico,longest_leaf_pos,0.690217391,fe_b_n,mean
tzi8,mexico,longest_leaf_pos,0.634556087,fe_b_n,mean
tzi9,mexico,longest_leaf_pos,0.6365722,fe_b_n,mean
vl1018816,mexico,longest_leaf_pos,0.64794686,fe_b_n,mean
vl1253,mexico,longest_leaf_pos,0.65,fe_b_n,mean
